Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch;SorgenSchule;SorgenAusbildung;SorgenFamilie;SorgenBeziehung;SorgenFinanzen;SorgenGesundheit;Wohnortwunsch
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht;Ja;Ja;Amerika
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Leistungsdruck verringern;Ein anderes Fach;Planung, Konstruktion;Nein;Nein;Nein;Überhaupt nicht;Ja;Nein;Miami
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Informatik;Nein;Ja;Nein;Überhaupt nicht;Nein;Ja;Sizilien
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Informatik;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Mexiko
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Keine Angabe;keine Angabe;Ein anderes Fach;Informatik;Nein;Ja;Nein;Sehr stark;Nein;Nein;Region Basel
1;1;Männlich;2009;Andere Schule;> 18 Jahre;Männlich;Gar nicht gut;gewisse Schulfächer;Keine Angabe;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Italien
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Leistungsdruck verringern;Mathematik;Informatik;Nein;Nein;Ja;Überhaupt nicht;Ja;Ja;Italien
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Lehrer erneuern/ wechseln;Französisch;Planung, Konstruktion;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Italien
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Mittagspause verlängern;Deutsch;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Kanada
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;längere Pausen;Ein anderes Fach;Informatik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;am Meer/ auf einer Insel
1;1;Männlich;2009;Andere Schule;> 18 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;anderes
1;1;Männlich;2009;Andere Schule;> 18 Jahre;Männlich;Sehr gut;Mittagspause verlängern;Ein anderes Fach;Informatik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Italien
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;längere Pausen;Französisch;Natur;Nein;Nein;Ja;Überhaupt nicht;Nein;Nein;Sri Lanka
1;1;Männlich;2009;Gymnasium;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Französisch;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Karibik
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;kein Französisch mehr;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Südamerika
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Englisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Italien
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;am Meer/ auf einer Insel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;mehr Sport;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher stark;Nein;Nein;Miami
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Englisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;längere Pausen;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Schule;Englisch;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Französisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Florida
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Eher stark;Nein;Ja;England
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;längere Pausen;Englisch;Keine Angabe;Ja;Ja;Ja;Überhaupt nicht;Ja;Ja;Los Angeles
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Kultur;Nein;Nein;Ja;Eher stark;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Schweiz
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;längere Pausen;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;längere Pausen;Englisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Gar nicht gut;alles;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Venedig
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;mehr Sport;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Malediven
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;längere Pausen;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;gewisse Schulfächer;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Genf
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;gewisse Schulfächer;Deutsch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Berlin
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Pausenplatz;Musik;Kultur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Australien
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;anderes
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Englisch;Keine Angabe;Ja;Nein;Ja;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Mathematik;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Paris
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Mathematik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Keine Angabe;gewisse Schulfächer;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Eher nicht;Ja;Nein;anderes
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Englisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kanton Zürich
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;Mensa;Sport;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;London
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;Lehrer erneuern/ wechseln;Deutsch;Keine Angabe;Ja;Nein;Nein;Eher stark;Nein;Nein;Barcelona
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Französisch;Keine Angabe;Ja;Nein;Ja;Überhaupt nicht;Ja;Ja;Amerika
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Mathematik;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Toronto
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Rauchproblem;Deutsch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;gewisse Schulfächer;Sport;Keine Angabe;Nein;Nein;Ja;Eher stark;Nein;Ja;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Rauchproblem;Deutsch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;keine Angabe;Mathematik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;mehr Sport;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Venedig
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;gewisse Schulfächer;Deutsch;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Paris
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher nicht gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;gewisse Schulfächer;Ein anderes Fach;Gesundheit;Ja;Ja;Ja;Überhaupt nicht;Nein;Ja;weiss nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Hitzefrei;Englisch;Keine Angabe;Ja;Ja;Nein;Eher stark;Nein;Nein;Australien
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;Planung, Konstruktion;Nein;Ja;Nein;Sehr stark;Nein;Nein;Stockholm
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;Hitzefrei;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Eher nicht;Ja;Nein;Peru
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher nicht gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Deutschland
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;anderes;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;Karibik
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;gewisse Schulfächer;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Leistungsdruck verringern;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Venedig
1;1;Weiblich;2009;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;England
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;keine Angabe;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;Lehrer erneuern/ wechseln;Musik;Gastgewerbe;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;anderes;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Ja;Sehr stark;Ja;Ja;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;längere Pausen;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Keine Angabe;Nein;Nein;Kalifornien
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;Hitzefrei;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Brasilien
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nicht so streng;Mathematik;Gestaltung, Kunst;Ja;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Istanbul
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Mathematik;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schneller;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Ja;Eher stark;Ja;Nein;China
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;anderes;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;Mittagspause verlängern;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Frankreich
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Mensa;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;eigenes Klassenzimmer;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Paraguay
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Mathematik;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;am Meer/ auf einer Insel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Ja;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Sport;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Stuttgart
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mittagspause verlängern;Mathematik;Schönheit, Sport;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Miami
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Mensa;Mathematik;Bildung, Soziales;Ja;Nein;Nein;Eher stark;Nein;Nein;Istanbul
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;weiss nicht
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Gar nicht gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Musik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Musik;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Keine Angabe;weniger Tests/besser verteilt;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Klassenklima/ Umgang in Klasse;Deutsch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Sardinien
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;weiss nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;längere Pausen;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;längere Pausen;Ein anderes Fach;Kultur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;mehr Zusatzangebote;Musik;Verkehr, Logistik;Ja;Ja;Ja;Überhaupt nicht;Nein;Ja;Spanien
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Ja;Ja;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;farbigere Schule;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Hamburg
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;farbigere Schule;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Deutsch;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;Ausländer/Integration;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Mathematik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;Mensa;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Planung, Konstruktion;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kalifornien
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;anderes
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;schneller;Ein anderes Fach;Natur;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Englisch;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;anderes;Sport;Verkehr, Logistik;Ja;Ja;Ja;Eher nicht;Ja;Ja;Madrid
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Wirtschaft, Verwaltung;Ja;Ja;Ja;Eher stark;Ja;Ja;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Mathematik;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;Schulzeiten/ Stundenplan;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Mathematik;Schönheit, Sport;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;New York
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Deutsch;Verkehr, Logistik;Ja;Ja;Nein;Keine Angabe;Nein;Nein;Karibik
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Englisch;Keine Angabe;Ja;Nein;Ja;Überhaupt nicht;Nein;Nein;Santo Domingo
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Kanada
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Deutsch;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Französisch;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Französisch;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Türkei
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Japan
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;weniger Schule;Deutsch;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;weniger Tests/besser verteilt;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Lissabon
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Madagaskar
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;New York
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Natur;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kanton Graubünden
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;Gesundheit;Ja;Nein;Ja;Eher nicht;Nein;Nein;Barcelona
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Leistungsdruck verringern;Mathematik;Verkauf;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Schule;Ein anderes Fach;Keine Angabe;Nein;Nein;Ja;Eher nicht;Nein;Ja;Region Basel
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Musik;Metall, Maschinen;Nein;Nein;Ja;Eher stark;Nein;Nein;Amerika
